date,acc,PID
26:40.4,2.56701E+11,WLIW
13:01.7,2.56774E+11,T0LZ
37:24.9,2.56785E+11,WLIW
22:10.4,2.56793E+11,80G0
29:32.3,2.56785E+11,U1DD
49:10.9,2.56709E+11,U1DD
45:10.7,2.56785E+11,U1DD
06:40.5,2.56704E+11,P7R7
29:24.5,2.56E+11,U1DD
52:43.4,2.56757E+11,3USE
29:18.7,2.56703E+11,WLIW
10:55.2,2.56779E+11,DJGS
47:45.4,2.56757E+11,80G0
45:29.9,2.56312E+11,80G0
08:24.9,2.56701E+11,DJGS
59:41.4,2.56757E+11,WLIW
24:45.2,2.56754E+11,U1DD
35:09.4,2.56754E+11,WLIW
24:36.0,2.56785E+11,U1DD
10:38.5,2.56775E+11,80G0
52:18.9,2.5678E+11,3USE
28:10.5,2.56772E+11,T2MU
43:18.0,2.56701E+11,WLIW
48:01.3,2.56753E+11,U1DD
35:35.7,2.56702E+11,CPEH
46:07.3,2.56703E+11,WLIW
55:04.7,2.56785E+11,80G0
25:40.9,2.56774E+11,WLIW
42:04.1,2.56776E+11,80G0
53:35.9,2.56797E+11,80G0
19:29.6,2.56756E+11,WLIW
58:09.5,2.56772E+11,80G0
50:41.0,2.56774E+11,DJGS
08:36.3,2.56785E+11,WLIW
28:21.2,2.56753E+11,2F3O
13:48.5,2.56784E+11,DJGS
19:16.5,2.56774E+11,DJGS
04:30.6,2.56786E+11,Q9SJ
17:04.3,2.56775E+11,WLIW
03:55.1,2.56773E+11,6Q4Z
58:20.1,2.56781E+11,WLIW
23:37.4,2.56773E+11,WLIW
46:09.5,2.56703E+11,WLIW
38:43.7,2.56783E+11,80G0
46:09.2,2.56703E+11,WLIW
00:55.2,2.56773E+11,80G0
14:08.5,2.56785E+11,WLIW
49:30.0,2.56705E+11,WLIW
30:03.9,2.56774E+11,WLIW
04:39.3,2.56705E+11,WLIW
50:38.4,2.56393E+11,WLIW
23:42.8,2.56778E+11,6Q4Z
49:38.3,2.56774E+11,WLIW
06:16.4,2.56703E+11,WLIW
34:43.2,2.56781E+11,WLIW
32:39.6,2.56793E+11,80G0
15:21.1,2.56759E+11,80G0
15:05.7,2.56774E+11,WLIW
38:08.4,2.56701E+11,U1DD
44:09.5,2.56783E+11,WLIW
51:45.1,2.56785E+11,U1DD
35:18.4,2.56779E+11,WLIW
33:24.4,2.56774E+11,5OH5
28:40.6,2.56701E+11,WLIW
49:09.4,2.56789E+11,U1DD
28:22.7,2.56756E+11,WLIW
56:55.0,2.56788E+11,80G0
47:21.7,2.56785E+11,80G0
47:40.6,2.56393E+11,CPEH
21:03.6,2.56782E+11,DJGS
27:46.5,2.56701E+11,80G0
34:33.0,2.56772E+11,80G0
03:28.4,2.56703E+11,80G0
27:58.9,2.56776E+11,T0LZ
14:48.5,2.56701E+11,6Q4Z
12:14.8,2.56783E+11,DJGS
42:21.0,2.56775E+11,U1DD
23:46.1,2.56703E+11,DJGS
20:08.1,2.56704E+11,WLIW
10:14.6,2.56705E+11,DJGS
43:19.4,2.56705E+11,WLIW
58:13.0,2.56702E+11,U1DD
24:28.0,2.56701E+11,6Q4Z
14:53.5,2.56789E+11,80G0
32:14.4,2.56706E+11,U1DD
15:25.2,2.56778E+11,80G0
39:20.5,2.56703E+11,WLIW
19:19.5,2.56703E+11,80G0
00:09.1,2.56773E+11,80G0
24:10.1,2.56703E+11,DJGS
08:32.1,2.56706E+11,WLIW
23:36.4,2.56758E+11,T0LZ
55:29.6,2.56772E+11,6Q4Z
47:33.1,2.56774E+11,80G0
09:13.1,2.56781E+11,WLIW
42:07.5,2.56781E+11,3USE
06:20.5,2.56772E+11,DJGS
23:59.1,2.56705E+11,93AI
04:04.1,2.56785E+11,WLIW
20:02.2,2.56781E+11,WLIW
24:45.4,2.56757E+11,T0LZ
54:40.9,2.56702E+11,6Q4Z
22:13.9,2.56776E+11,WLIW
16:42.4,2.56756E+11,U1DD
08:34.3,2.56785E+11,U1DD
20:55.8,2.56752E+11,U1DD
11:19.9,2.56781E+11,WLIW
58:14.2,2.56788E+11,U1DD
01:55.8,2.56703E+11,T0LZ
00:01.2,2.56703E+11,WLIW
22:26.5,2.56703E+11,WLIW
59:39.7,2.56758E+11,80G0
14:52.9,2.56753E+11,80G0
42:47.7,2.56775E+11,6Q4Z
47:09.4,2.56707E+11,80G0
33:04.4,2.567E+11,U1DD
16:20.6,2.56785E+11,WLIW
03:50.4,2.56705E+11,80G0
52:48.5,2.56782E+11,80G0
04:38.7,2.56757E+11,DJGS
18:44.2,2.56703E+11,WLIW
42:15.5,2.56706E+11,80G0
33:03.9,2.56782E+11,DJGS
30:35.7,2.56705E+11,80G0
43:03.4,2.56774E+11,T0LZ
28:57.3,2.56777E+11,80G0
21:38.6,2.5675E+11,80G0
37:42.5,2.56772E+11,3USE
14:36.3,2.56752E+11,WLIW
30:45.9,2.56755E+11,3USE
42:46.2,2.56758E+11,U1DD
53:28.6,2.56784E+11,U1DD
05:50.0,2.56775E+11,WLIW
03:07.3,2.56705E+11,80G0
37:59.8,2.56752E+11,WLIW
10:26.7,2.56782E+11,WLIW
52:47.0,2.56775E+11,U1DD
52:07.2,2.56701E+11,WLIW
56:13.2,2.56781E+11,DJGS
13:43.4,2.56751E+11,WLIW
13:00.1,2.56781E+11,80G0
49:59.8,2.56701E+11,WLIW
05:38.1,2.56781E+11,3USE
31:49.2,2.56703E+11,WLIW
53:37.2,2.56774E+11,U1DD
14:44.1,2.56779E+11,T0LZ
43:36.7,2.56705E+11,49DG
25:05.5,2.56755E+11,WLIW
29:04.0,2.56709E+11,DJGS
11:57.0,2.56782E+11,CPEH
13:27.0,2.56777E+11,WLIW
12:06.0,2.56785E+11,WLIW
46:05.8,2.5678E+11,WLIW
57:40.5,2.56756E+11,80G0
31:18.3,2.56789E+11,6Q4Z
33:33.1,2.56774E+11,WLIW
19:05.5,2.56779E+11,WLIW
02:49.4,2.56751E+11,80G0
06:33.2,2.56781E+11,3USE
42:25.0,2.56708E+11,T0LZ
30:17.4,2.56312E+11,80G0
24:39.7,2.56703E+11,WLIW
06:42.2,2.56753E+11,U1DD
12:05.6,2.56779E+11,WLIW
32:17.0,2.56782E+11,DJGS
46:03.8,2.56758E+11,T0LZ
04:56.1,2.56705E+11,WLIW
34:59.4,2.56703E+11,P7R7
08:35.8,2.56701E+11,80G0
41:13.8,2.56771E+11,WLIW
06:37.8,2.56781E+11,WLIW
31:48.6,2.56781E+11,80G0
47:22.4,2.56701E+11,WLIW
51:09.7,2.56788E+11,6Q4Z
09:46.2,2.56775E+11,DJGS
40:25.2,2.56785E+11,WLIW
48:53.5,2.56701E+11,WLIW
21:48.2,2.56701E+11,WLIW
34:56.7,2.56774E+11,WLIW
43:39.4,2.56703E+11,WLIW
02:07.5,2.56704E+11,WLIW
23:45.6,2.56779E+11,WLIW
09:32.9,2.56701E+11,U1DD
14:23.6,2.56787E+11,80G0
25:44.8,2.56701E+11,6Q4Z
09:29.1,2.56785E+11,80G0
24:04.6,2.56755E+11,U1DD
50:32.9,2.56788E+11,U1DD
38:02.1,2.56701E+11,WLIW
24:17.3,2.56702E+11,Q9SJ
51:53.9,2.56774E+11,WLIW
38:59.4,2.56702E+11,U1DD
17:35.1,2.56701E+11,U1DD
16:41.4,2.56776E+11,WLIW
09:46.5,2.56703E+11,WLIW
00:40.4,2.56753E+11,0ZFO
25:42.4,2.56756E+11,DJGS
53:40.7,2.56703E+11,WLIW
55:53.1,2.56703E+11,80G0
56:38.4,2.56703E+11,YEPH
47:15.1,2.56774E+11,WLIW
20:29.3,2.56774E+11,WLIW
19:56.2,2.56703E+11,U1DD
30:20.2,2.56706E+11,WLIW
07:30.1,2.56785E+11,WLIW
13:16.2,2.56758E+11,80G0
24:00.3,2.56705E+11,80G0
46:25.5,2.56752E+11,80G0
11:34.9,2.56773E+11,80G0
56:08.9,2.56704E+11,WLIW
11:43.9,2.56704E+11,WLIW
46:34.2,2.56772E+11,3USE
15:51.2,2.56706E+11,WLIW
29:01.6,2.56703E+11,WLIW
02:27.4,2.56701E+11,WLIW
21:14.4,2.56701E+11,6Q4Z
36:45.9,2.56773E+11,WLIW
58:32.7,2.56773E+11,WLIW
59:46.7,2.56705E+11,80G0
12:40.3,2.56774E+11,WLIW
43:43.2,2.56782E+11,WLIW
18:26.1,2.56772E+11,DJGS
33:55.4,2.56754E+11,T0LZ
41:52.5,2.56755E+11,WLIW
37:32.5,2.56774E+11,6Q4Z
10:38.8,2.56701E+11,WLIW
00:02.4,2.56756E+11,80G0
09:24.0,2.56774E+11,WLIW
29:41.8,2.56781E+11,80G0
22:04.6,2.56774E+11,WLIW
51:44.4,2.56776E+11,U1DD
50:49.5,2.56785E+11,WLIW
52:00.5,2.5676E+11,80G0
05:42.5,2.56702E+11,80G0
09:57.6,2.56789E+11,WLIW
51:32.3,2.56755E+11,3USE
46:36.2,2.56785E+11,80G0
05:53.1,2.56774E+11,DJGS
52:16.4,2.56753E+11,3USE
58:59.0,2.56701E+11,6Q4Z
29:30.0,2.56784E+11,80G0
14:23.1,2.56705E+11,WLIW
02:50.5,2.56772E+11,80G0
50:01.0,2.56753E+11,WLIW
04:48.8,2.56783E+11,WLIW
19:26.6,2.56787E+11,WLIW
51:15.4,2.56785E+11,WLIW
29:18.9,2.56778E+11,WLIW
59:09.1,2.56701E+11,6Q4Z
07:43.8,2.5675E+11,WLIW
33:34.6,2.56782E+11,WLIW
53:25.7,2.56756E+11,WLIW
08:51.6,2.56701E+11,U1DD
02:26.2,2.56778E+11,WLIW
16:04.1,2.56781E+11,WLIW
03:39.5,2.56705E+11,DJGS
56:15.5,2.56758E+11,WLIW
55:44.7,2.56774E+11,WLIW
41:43.2,2.56393E+11,6Q4Z
25:24.5,2.56774E+11,80G0
36:31.0,2.567E+11,6Q4Z
56:39.1,2.56785E+11,U1DD
05:55.6,2.56775E+11,WLIW
37:02.3,2.56703E+11,U1DD
04:30.0,2.56774E+11,WLIW
11:39.0,2.56706E+11,80G0
08:52.4,2.56774E+11,T0LZ
00:41.2,2.56703E+11,WLIW
24:15.7,2.56786E+11,Q9SJ
59:23.9,2.56701E+11,WLIW
43:54.9,2.5676E+11,U1DD
18:35.8,2.56701E+11,U1DD
28:13.6,2.56781E+11,WLIW
42:12.9,2.5678E+11,WLIW
31:16.9,2.56786E+11,49DG
33:23.1,2.56753E+11,U1DD
28:44.0,2.56708E+11,3USE
20:43.5,2.56785E+11,WLIW
01:03.6,2.5678E+11,80G0
45:29.1,2.56785E+11,U1DD
16:52.4,2.56781E+11,80G0
31:22.5,2.56701E+11,WLIW
29:59.8,2.56781E+11,WLIW
10:00.2,2.56754E+11,WLIW
17:16.3,2.56784E+11,WLIW
00:31.3,2.56774E+11,WLIW
32:53.8,2.56755E+11,3USE
28:29.5,2.5675E+11,WLIW
06:52.5,2.56785E+11,DJGS
15:14.6,2.56789E+11,U1DD
10:30.7,2.56774E+11,WLIW
32:43.5,2.56777E+11,WLIW
54:47.1,2.56705E+11,U1DD
47:07.5,2.56701E+11,WLIW
07:45.2,2.5675E+11,WLIW
40:10.9,2.56774E+11,WLIW
19:52.4,2.56752E+11,DJGS
53:59.5,2.56702E+11,CPEH
41:37.8,2.56755E+11,Q9SJ
32:27.5,2.56782E+11,DJGS
35:29.2,2.56705E+11,DJGS
12:24.6,2.56755E+11,U1DD
14:45.0,2.56701E+11,DJGS
05:30.0,2.56753E+11,WLIW
24:11.2,2.56774E+11,U1DD
49:35.3,2.56772E+11,3USE
11:43.9,2.56789E+11,T0LZ
03:28.5,2.56E+11,WLIW
00:12.0,2.56789E+11,T0LZ
31:09.7,2.56702E+11,CPEH
45:22.9,2.56704E+11,80G0
47:27.7,2.56785E+11,WLIW
28:22.1,2.5679E+11,WLIW
57:15.9,2.56781E+11,WLIW
43:55.3,2.56709E+11,U1DD
48:50.3,2.56758E+11,80G0
49:02.1,2.56785E+11,WLIW
46:55.9,2.56705E+11,DJGS
46:35.6,2.56774E+11,WLIW
53:00.2,2.56782E+11,WLIW
16:45.8,2.56785E+11,WLIW
32:58.8,2.56701E+11,WLIW
05:01.6,2.56753E+11,WLIW
51:43.0,2.56785E+11,80G0
13:12.8,2.56701E+11,DJGS
16:31.0,2.56758E+11,80G0
50:02.1,2.56701E+11,WLIW
39:24.6,2.56754E+11,WLIW
09:35.2,2.56705E+11,WLIW
36:44.6,2.56701E+11,WLIW
23:11.1,2.56778E+11,WLIW
13:55.5,2.56787E+11,80G0
00:31.4,2.56787E+11,WLIW
07:53.1,2.56312E+11,80G0
56:50.8,2.56702E+11,80G0
31:17.3,2.56701E+11,6Q4Z
11:44.7,2.56789E+11,WLIW
30:54.4,2.56703E+11,WLIW
55:51.2,2.56776E+11,80G0
22:36.2,2.56772E+11,WLIW
39:08.5,2.56772E+11,P7R7
58:21.6,2.56707E+11,WLIW
38:33.1,2.56793E+11,80G0
11:21.0,2.56781E+11,80G0
46:48.1,2.56788E+11,80G0
19:04.6,2.56701E+11,WLIW
04:43.8,2.56752E+11,T0LZ
50:43.7,2.56707E+11,WLIW
49:36.4,2.56785E+11,WLIW
32:14.1,2.56774E+11,80G0
53:34.6,2.56702E+11,6Q4Z
09:07.4,2.56705E+11,WLIW
44:48.7,2.56781E+11,80G0
04:30.3,2.56783E+11,WLIW
05:34.6,2.56787E+11,6Q4Z
53:59.4,2.56778E+11,T0LZ
29:21.0,2.56773E+11,U1DD
31:50.3,2.56774E+11,WLIW
02:33.7,2.56774E+11,WLIW
42:39.8,2.56789E+11,80G0
35:16.2,2.5678E+11,80G0
58:34.7,2.56779E+11,WLIW
23:00.2,2.56783E+11,WLIW
46:52.6,2.56774E+11,WLIW
41:00.6,2.56785E+11,WLIW
54:58.9,2.56772E+11,WLIW
44:12.0,2.56705E+11,80G0
22:47.9,2.56775E+11,DJGS
39:01.0,2.56782E+11,3USE
46:17.1,2.56777E+11,WLIW
30:33.2,2.56775E+11,U1DD
36:29.5,2.56754E+11,WLIW
48:30.7,2.56701E+11,U1DD
19:04.3,2.56784E+11,80G0
36:47.8,2.56701E+11,WLIW
47:35.9,2.56393E+11,6Q4Z
50:15.7,2.56773E+11,WLIW
24:57.0,2.56781E+11,WLIW
13:34.9,2.56704E+11,WLIW
28:03.9,2.56779E+11,6Q4Z
40:21.2,2.56702E+11,WLIW
29:01.8,2.56753E+11,80G0
59:27.5,2.56776E+11,WLIW
24:14.5,2.56785E+11,WLIW
18:35.3,2.56771E+11,80G0
10:46.0,2.56703E+11,WLIW
38:50.5,2.56704E+11,80G0
18:16.2,2.56784E+11,YEPH
25:19.2,2.56705E+11,DJGS
26:18.7,2.56751E+11,Q9SJ
03:09.1,2.56701E+11,WLIW
23:58.6,2.56786E+11,49DG
15:19.4,2.56702E+11,U1DD
15:17.8,2.56775E+11,WLIW
51:37.5,2.56774E+11,T0LZ
52:44.6,2.56785E+11,WLIW
10:03.7,2.56774E+11,WLIW
21:00.3,2.56701E+11,WLIW
24:42.4,2.567E+11,80G0
04:00.3,2.56703E+11,6Q4Z
41:41.3,2.56776E+11,80G0
45:09.8,2.56702E+11,80G0
22:02.3,2.56781E+11,WLIW
13:11.9,2.56703E+11,WLIW
43:22.0,2.56703E+11,WLIW
06:24.8,2.56776E+11,P7R7
24:47.5,2.56701E+11,6Q4Z
53:13.9,2.56781E+11,WLIW
37:46.5,2.56785E+11,80G0
07:05.3,2.56785E+11,WLIW
37:34.6,2.56783E+11,80G0
37:04.9,2.56785E+11,WLIW
01:20.7,2.56755E+11,3USE
12:01.5,2.56705E+11,WLIW
50:45.7,2.56773E+11,U1DD
56:10.6,2.56701E+11,6Q4Z
07:17.6,2.56702E+11,U1DD
59:29.4,2.56773E+11,80G0
53:08.0,2.56772E+11,80G0
25:33.2,2.56757E+11,80G0
06:24.1,2.56783E+11,U1DD
47:51.9,2.56703E+11,80G0
52:09.7,2.56705E+11,93AI
41:45.5,2.56773E+11,80G0
52:24.7,2.56705E+11,80G0
13:19.8,2.56785E+11,WLIW
44:47.5,2.56774E+11,WLIW
37:36.5,2.56703E+11,T0LZ
39:33.6,2.56786E+11,49DG
39:36.2,2.56785E+11,WLIW
18:27.1,2.56703E+11,5YR6
49:53.6,2.56706E+11,80G0
42:37.1,2.56701E+11,6Q4Z
03:07.9,2.56701E+11,80G0
45:06.3,2.56784E+11,80G0
40:59.9,2.56775E+11,U1DD
59:26.9,2.56773E+11,U1DD
52:47.0,2.56773E+11,WLIW
43:13.7,2.56701E+11,6Q4Z
58:02.9,2.56775E+11,DJGS
10:10.7,2.56774E+11,T0LZ
03:08.6,2.56701E+11,WLIW
47:48.4,2.56779E+11,80G0
18:46.5,2.56703E+11,WLIW
51:25.8,2.56785E+11,WLIW
11:10.2,2.56779E+11,U1DD
08:55.3,2.56701E+11,WLIW
27:26.8,2.56705E+11,AIT3
06:30.7,2.56783E+11,WLIW
40:16.3,2.56781E+11,WLIW
49:22.2,2.56701E+11,WLIW
45:44.9,2.56755E+11,80G0
59:28.7,2.56701E+11,6Q4Z
14:03.8,2.56704E+11,80G0
03:19.1,2.56751E+11,WLIW
15:24.3,2.56783E+11,U1DD
05:07.1,2.56772E+11,U1DD
01:14.0,2.56701E+11,6Q4Z
13:38.6,2.56702E+11,T0LZ
34:31.2,2.56702E+11,6Q4Z
56:45.1,2.56755E+11,WLIW
18:06.2,2.56783E+11,80G0
15:40.7,2.56775E+11,WLIW
00:47.5,2.56701E+11,WLIW
08:20.4,2.56701E+11,WLIW
34:41.0,2.56785E+11,U1DD
34:26.5,2.56772E+11,Q9SJ
51:19.6,2.56701E+11,WLIW
58:23.9,2.56701E+11,6Q4Z
11:24.8,2.56781E+11,T0LZ
36:27.0,2.56771E+11,WLIW
32:31.3,2.56781E+11,WLIW
37:28.1,2.56754E+11,80G0
53:19.9,2.56702E+11,80G0
30:23.0,2.56757E+11,P7R7
02:57.4,2.56703E+11,6Q4Z
10:42.7,2.56702E+11,WLIW
02:07.0,2.56771E+11,80G0
27:29.6,2.56312E+11,80G0
28:59.6,2.5679E+11,WLIW
42:53.0,2.56705E+11,WLIW
25:19.9,2.56753E+11,WLIW
46:02.1,2.56705E+11,WLIW
31:57.8,2.56703E+11,U1DD
57:35.0,2.56774E+11,WLIW
54:17.7,2.56776E+11,WLIW
59:19.6,2.56781E+11,WLIW
03:32.4,2.56774E+11,WLIW
56:37.5,2.56779E+11,WLIW
03:57.5,2.5675E+11,U1DD
05:09.0,2.56705E+11,80G0
51:10.1,2.56786E+11,49DG
09:07.5,2.56781E+11,WLIW
02:17.1,2.56774E+11,DJGS
50:42.9,2.56789E+11,T0LZ
40:14.4,2.56773E+11,WLIW
20:41.9,2.56788E+11,WLIW
11:16.3,2.56777E+11,WLIW
40:28.1,2.56773E+11,80G0
05:12.1,2.56784E+11,WLIW
19:52.6,2.56701E+11,80G0
26:52.7,2.56755E+11,WLIW
05:29.1,2.56703E+11,WLIW
29:10.9,2.56705E+11,U1DD
44:03.5,2.56702E+11,80G0
18:45.5,2.56701E+11,WLIW
05:29.9,2.56787E+11,T0LZ
55:21.3,2.56701E+11,U1DD
54:37.0,2.56785E+11,DJGS
21:44.3,2.56759E+11,80G0
58:53.4,2.56703E+11,WLIW
07:35.8,2.56784E+11,WLIW
13:41.5,2.56752E+11,80G0
16:58.3,2.56774E+11,WLIW
12:32.7,2.56702E+11,80G0
26:02.8,2.56753E+11,WLIW
48:24.5,2.56704E+11,U1DD
55:58.5,2.56785E+11,WLIW
25:53.7,2.56702E+11,U1DD
09:26.8,2.56702E+11,U1DD
21:03.3,2.56703E+11,WLIW
26:40.1,2.56785E+11,80G0
13:01.3,2.56703E+11,WLIW
40:40.4,2.56701E+11,6Q4Z
29:23.9,2.56776E+11,DJGS
47:43.4,2.5678E+11,WLIW
52:05.4,2.56782E+11,U1DD
32:30.6,2.56753E+11,6Q4Z
04:30.7,2.56772E+11,80G0
08:12.7,2.56703E+11,WLIW
30:15.0,2.56781E+11,WLIW
54:13.2,2.56705E+11,WLIW
40:47.2,2.56758E+11,U1DD
21:12.4,2.56774E+11,80G0
53:34.4,2.56774E+11,WLIW
11:50.7,2.56781E+11,WLIW
13:35.0,2.56703E+11,WLIW
10:27.5,2.56783E+11,U1DD
15:09.6,2.56773E+11,T0LZ
49:32.8,2.56393E+11,80G0
37:28.1,2.56775E+11,WLIW
22:12.8,2.56776E+11,T0LZ
16:15.4,2.56702E+11,T0LZ
02:46.4,2.56781E+11,WLIW
22:20.7,2.56778E+11,80G0
21:02.1,2.56775E+11,WLIW
19:19.5,2.56753E+11,80G0
17:20.4,2.56701E+11,WLIW
48:45.5,2.56705E+11,80G0
10:00.4,2.56705E+11,YEPH
34:55.0,2.56753E+11,80G0
11:58.2,2.56775E+11,80G0
06:16.1,2.56774E+11,WLIW
37:13.0,2.56702E+11,80G0
36:47.7,2.56781E+11,WLIW
14:57.8,2.56773E+11,3USE
33:08.0,2.56775E+11,T0LZ
01:23.4,2.56774E+11,80G0
14:15.5,2.56795E+11,WLIW
59:32.1,2.56788E+11,80G0
07:18.3,2.56783E+11,WLIW
42:59.8,2.56774E+11,WLIW
17:21.4,2.56705E+11,WLIW
36:08.8,2.56783E+11,DJGS
19:26.6,2.56703E+11,Q9SJ
46:24.5,2.5678E+11,WLIW
14:06.9,2.56785E+11,80G0
47:03.7,2.56787E+11,U1DD
01:36.2,2.56785E+11,WLIW
16:50.9,2.56785E+11,WLIW
47:12.1,2.56785E+11,80G0
56:15.6,2.56754E+11,Q9SJ
10:23.1,2.56791E+11,80G0
29:33.4,2.56781E+11,WLIW
37:53.2,2.56701E+11,WLIW
11:00.4,2.56705E+11,U1DD
50:49.5,2.56784E+11,WLIW
03:49.9,2.56772E+11,80G0
14:14.9,2.56753E+11,U1DD
53:10.5,2.56776E+11,80G0
05:53.8,2.56781E+11,WLIW
31:51.0,2.56775E+11,WLIW
46:33.8,2.56751E+11,80G0
49:03.1,2.56705E+11,WLIW
45:57.4,2.56783E+11,DJGS
55:46.2,2.56774E+11,WLIW
12:52.9,2.56756E+11,WLIW
12:03.0,2.56701E+11,WLIW
55:39.7,2.56772E+11,WLIW
55:09.0,2.56772E+11,U1DD
31:24.6,2.56701E+11,WLIW
12:03.6,2.56777E+11,WLIW
14:36.7,2.56793E+11,80G0
57:24.4,2.56701E+11,WLIW
45:04.5,2.56773E+11,WLIW
30:35.4,2.56312E+11,WLIW
22:32.3,2.56312E+11,80G0
35:31.6,2.56784E+11,80G0
51:16.0,2.56703E+11,WLIW
56:48.8,2.56706E+11,WLIW
50:34.7,2.56776E+11,DJGS
49:30.1,2.56703E+11,WLIW
48:21.3,2.56774E+11,WLIW
37:09.6,2.56789E+11,WLIW
24:05.5,2.56703E+11,U1DD
30:18.1,2.56758E+11,T0LZ
52:40.4,2.56785E+11,WLIW
38:54.1,2.56784E+11,U1DD
40:51.6,2.56774E+11,WLIW
35:25.2,2.56702E+11,WLIW
30:15.4,2.56784E+11,WLIW
41:54.2,2.56772E+11,3USE
24:10.0,2.56701E+11,WLIW
09:50.3,2.56701E+11,WLIW
38:54.9,2.56705E+11,U1DD
31:01.2,2.56784E+11,T0LZ
00:43.0,2.56701E+11,80G0
52:03.0,2.56778E+11,80G0
17:41.9,2.56781E+11,WLIW
58:30.5,2.56704E+11,80G0
26:20.7,2.56757E+11,WLIW
40:01.7,2.56782E+11,U1DD
04:14.2,2.56783E+11,WLIW
55:02.6,2.56784E+11,DJGS
21:35.6,2.56E+11,U1DD
21:26.5,2.5676E+11,DJGS
55:28.5,2.56775E+11,DJGS
08:35.3,2.56778E+11,CPEH
59:44.0,2.56705E+11,WLIW
03:01.7,2.56774E+11,80G0
50:05.6,2.56786E+11,80G0
36:20.6,2.56772E+11,3USE
26:35.7,2.56753E+11,U1DD
32:29.3,2.56751E+11,80G0
10:19.9,2.56752E+11,2F3O
28:21.6,2.56757E+11,80G0
24:42.0,2.56787E+11,T0LZ
07:21.8,2.56703E+11,WLIW
13:50.3,2.56701E+11,6Q4Z
09:32.5,2.56785E+11,WLIW
00:07.6,2.56753E+11,WLIW
07:41.7,2.56701E+11,U1DD
06:55.7,2.56705E+11,80G0
21:53.7,2.56773E+11,ZDTG
30:30.1,2.56751E+11,U1DD
26:38.5,2.56705E+11,WLIW
29:51.7,2.56772E+11,5YR6
53:09.6,2.56775E+11,WLIW
21:28.2,2.56701E+11,U1DD
18:43.6,2.56785E+11,WLIW
07:16.3,2.56704E+11,WLIW
18:35.4,2.56789E+11,80G0
36:24.9,2.56775E+11,80G0
16:05.1,2.56703E+11,WLIW
28:50.2,2.56704E+11,U1DD
41:52.0,2.56785E+11,U1DD
08:27.5,2.56701E+11,WLIW
13:30.4,2.56758E+11,80G0
35:38.9,2.56753E+11,80G0
12:58.7,2.56757E+11,T0LZ
39:46.0,2.56703E+11,U1DD
34:52.9,2.56784E+11,WLIW
45:26.9,2.56701E+11,WLIW
51:36.0,2.56756E+11,WLIW
41:45.4,2.56774E+11,WLIW
17:17.1,2.56701E+11,WLIW
51:46.0,2.56756E+11,YDAG
02:57.5,2.56702E+11,DJGS
48:36.7,2.56785E+11,U1DD
39:49.7,2.56774E+11,WLIW
24:05.4,2.56775E+11,6Q4Z
09:46.6,2.56705E+11,80G0
08:26.9,2.56787E+11,7IPS
24:17.6,2.56785E+11,80G0
41:04.3,2.56782E+11,T0LZ
11:35.4,2.5678E+11,U1DD
52:05.2,2.56702E+11,6Q4Z
48:05.1,2.56772E+11,T0LZ
12:00.5,2.56754E+11,Q9SJ
18:33.0,2.56789E+11,6Q4Z
41:53.6,2.56774E+11,T0LZ
47:55.7,2.56788E+11,DJGS
18:20.1,2.56772E+11,WLIW
38:35.3,2.56784E+11,WLIW
42:10.1,2.56706E+11,80G0
14:12.8,2.56779E+11,WLIW
07:08.4,2.56774E+11,WLIW
38:43.0,2.56779E+11,WLIW
12:46.6,2.56753E+11,80G0
41:32.1,2.56701E+11,WLIW
13:57.3,2.56788E+11,WLIW
35:12.8,2.56773E+11,WLIW
09:42.9,2.56784E+11,6Q4Z
26:03.1,2.56755E+11,U1DD
03:58.5,2.56785E+11,T0LZ
45:13.7,2.56785E+11,WLIW
15:52.5,2.56756E+11,DJGS
06:09.6,2.56775E+11,80G0
24:53.4,2.56784E+11,3USE
01:12.7,2.56701E+11,6Q4Z
07:06.1,2.56705E+11,U1DD
10:34.1,2.56781E+11,Q9SJ
22:59.7,2.5678E+11,U1DD
11:31.8,2.56752E+11,WLIW
40:10.1,2.56772E+11,3USE
01:50.4,2.56754E+11,WLIW
43:53.9,2.56787E+11,80G0
15:24.8,2.5675E+11,80G0
27:25.0,2.56752E+11,3USE
52:37.6,2.56781E+11,WLIW
30:43.5,2.56E+11,U1DD
03:53.0,2.56774E+11,WLIW
00:32.2,2.56754E+11,80G0
36:58.3,2.56703E+11,WLIW
40:05.2,2.56785E+11,U1DD
47:16.5,2.56781E+11,WLIW
35:31.3,2.56783E+11,DJGS
30:58.3,2.56703E+11,WLIW
43:35.3,2.56784E+11,WLIW
11:21.5,2.56782E+11,P7R7
54:41.7,2.56757E+11,T0LZ
12:06.6,2.56705E+11,93AI
08:50.6,2.56703E+11,WLIW
05:03.5,2.56758E+11,T0LZ
06:02.1,2.56772E+11,T0LZ
45:12.6,2.56783E+11,P7R7
00:22.7,2.56774E+11,WLIW
56:30.4,2.56753E+11,0ZFO
42:53.7,2.56787E+11,WLIW
20:26.5,2.56783E+11,WLIW
08:19.2,2.56775E+11,DJGS
24:55.2,2.56753E+11,3USE
00:56.7,2.56705E+11,WLIW
38:41.2,2.56708E+11,2F3O
00:27.1,2.567E+11,80G0
24:47.7,2.56703E+11,WLIW
28:32.0,2.56772E+11,U1DD
34:21.9,2.56756E+11,80G0
47:07.3,2.56E+11,DJGS
